"race_id","着順","馬番","馬","性","齢","斤量","騎手","走破時間","通過順","上がり","人気","オッズ","体重","体重変化","レース名","日付","開催","クラス","芝・ダート","距離","回り","馬場","天気","場id","場名"
"202401010101","1","5","ポッドベイダー","1","2","55","佐々木大","68.8","'1-1","33.9","1","1.2","462","-2","2歳未勝利","","","","1","1200","1","","1","01",""
"202401010101","2","2","ニシノクードクール","0","2","55","武藤雅","69.1","'2-2","34.1","4","10.2","452","-2","2歳未勝利","","","","1","1200","1","","1","01",""
"202401010101","3","3","ロードヴェルト","1","2","55","横山武史","69.4","'3-3","34.0","3","7.9","416","+6","2歳未勝利","","","","1","1200","1","","1","01",""
"202401010101","4","1","ルージュアマリア","0","2","55","永野猛蔵","70.0","'5-5","34.4","2","5.9","410","+6","2歳未勝利","","","","1","1200","1","","1","01",""
"202401010101","5","4","ロードヴァルカン","1","2","54","角田大河","70.1","'3-3","34.7","5","21.3","438","-2","2歳未勝利","","","","1","1200","1","","1","01",""
"202401010102","1","2","タミゼ","0","3","55","北村友一","59.5","'3-3","35.5","2","3.9","474","-2","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","2","6","タマモアルタイル","1","3","57","武豊","60.0","'5-3","35.9","6","9.4","494","+4","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","3","8","ウィスピースノー","0","3","54","角田大河","60.1","'8-8","35.3","9","44.4","434","0","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","4","7","スキーサンダー","0","3","52","小林勝太","60.1","'2-2","36.2","1","3.9","474","-2","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","5","10","ゴールドタリスマン","0","3","55","武藤雅","60.2","'6-6","35.8","10","90.0","424","+8","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","6","3","コパマエチャン","0","3","52","長浜鴻緒","60.2","'1-1","36.4","8","16.0","476","0","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","7","4","スリーボビー","1","3","57","永野猛蔵","60.2","'9-9","35.1","7","14.1","482","-4","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","8","12","メトゥス","1","3","57","佐々木大","60.4","'6-6","36.0","4","6.1","458","+6","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","9","9","ブートストラップ","1","3","54","川端海翼","61.1","'12-12","35.6","11","167.0","486","-6","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","10","11","クミンフレイバー","0","3","55","鮫島克駿","61.2","'3-3","37.2","5","8.2","438","+4","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","11","1","ロマンスヒコー","1","3","57","大野拓弥","61.4","'9-9","36.3","12","172.5","444","-8","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010102","12","5","タイセイフォルテ","1","3","57","横山武史","61.8","'11-11","36.5","3","5.7","486","0","3歳未勝利","","","","0","1000","1","","1","01",""
"202401010103","1","4","メイショウソムリエ","1","3","57","武豊","106.9","'3-3-3-2","38.5","2","3.6","522","+14","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","2","7","リアルペガサス","1","3","57","菱田裕二","107.6","'10-10-8-7","38.6","6","10.0","456","0","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","3","6","クラウンクーロン","1","3","57","丹内祐次","107.8","'1-1-1-1","39.7","4","6.8","442","-6","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","4","3","エナアニマル","1","3","57","横山和生","107.8","'12-12-10-9","38.5","5","9.7","450","+8","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","5","1","ハテナビト","1","3","54","長浜鴻緒","108.1","'6-6-6-5","39.2","7","31.9","462","-4","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","6","9","ポップスター","1","3","57","武藤雅","108.3","'14-14-14-14","38.1","12","214.5","510","-10","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","7","14","ナムラミック","1","3","57","鮫島克駿","108.7","'8-9-6-7","39.9","10","106.0","484","+4","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","8","5","ニースライト","0","3","55","柴田善臣","108.7","'10-10-10-10","39.3","9","80.5","472","-4","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","9","2","ワカミヤノミコト","1","3","54","小林勝太","108.8","'12-13-13-11","39.0","13","257.8","472","0","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","10","8","スターゲット","1","3","57","横山武史","109.3","'2-2-2-2","41.1","1","2.5","458","0","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","11","11","プラチナバンド","1","3","57","永野猛蔵","109.4","'3-3-5-5","40.9","8","59.8","506","-2","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","12","13","クリノアイリス","0","3","55","古川吉洋","109.5","'9-8-10-12","40.2","14","333.6","444","-12","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","13","10","アオレレ","1","3","57","佐々木大","110.2","'6-6-9-12","41.1","11","140.2","430","-2","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010103","14","12","ミッキースターダム","1","3","57","浜中俊","110.4","'3-5-3-4","42.0","3","6.8","450","-6","3歳未勝利","","","","0","1700","1","","1","01",""
"202401010106","1","12","オメガインペリアル","1","3","57","藤岡佑介","108.7","'2-3-4-5","35.1","1","2.3","460","+4","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","2","1","マイネルバーテクス","1","3","57","丹内祐次","109.0","'7-7-6-7","35.2","2","4.9","484","-14","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","3","5","サトノアライヴ","1","3","57","佐々木大","109.1","'13-14-10-7","35.1","9","32.6","436","0","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","4","2","モズイージス","1","3","57","岩田康誠","109.3","'4-5-6-7","35.6","4","10.1","462","-2","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","5","9","マリエッティ","0","3","52","川端海翼","109.4","'4-3-2-1","36.1","7","14.1","424","+8","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","6","6","テイクノーティス","1","3","57","横山和生","109.5","'13-12-6-5","35.8","5","10.4","446","+6","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","7","14","ゴールデンスロープ","1","3","54","長浜鴻緒","109.5","'2-2-2-2","36.2","10","59.2","428","-2","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","8","7","キングブルー","1","3","57","菱田裕二","109.6","'6-5-6-7","35.8","8","21.0","480","0","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","9","3","グローリアミノル","1","3","57","大野拓弥","109.7","'11-9-4-2","36.1","3","6.8","456","-4","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","10","10","アイビーブリッツ","1","3","56","角田大河","110.0","'9-9-10-11","35.9","6","10.9","444","0","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","11","8","グランドフューチャ","1","3","54","小林勝太","110.6","'7-7-10-11","36.6","12","152.9","470","0","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","12","4","ライムストリート","1","3","57","古川吉洋","110.8","'11-12-14-14","36.4","14","312.1","474","-12","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","13","13","ダンツタロン","1","3","57","柴田善臣","111.4","'1-1-1-2","38.1","11","143.7","482","-4","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010106","14","11","クリノタンザナイト","1","3","57","亀田温心","111.5","'10-9-10-13","37.5","13","244.8","458","+2","3歳未勝利","","","","1","1800","1","","1","01",""
"202401010108","1","8","リフレクトザムーン","0","3","50","小林勝太","106.5","'2-3-2-1","39.1","4","6.8","446","-12","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","2","7","フェルンマンボ","0","5","56","横山武史","106.8","'6-6-6-5","39.0","3","3.7","474","+4","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","3","6","イッツオンリーユー","0","4","56","佐々木大","106.9","'4-4-4-4","39.4","2","3.5","474","0","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","4","2","タマモプルメリア","0","3","52","角田大河","107.8","'2-2-1-2","40.5","1","2.6","450","-4","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","5","5","ドレミファニー","0","4","56","横山和生","108.3","'7-7-4-2","40.8","6","18.8","512","+12","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","6","9","チョッピー","0","5","56","永野猛蔵","108.4","'9-9-7-6","40.5","7","28.8","470","+4","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","7","4","シュライフェ","0","4","56","黛弘人","109.7","'7-7-9-8","41.3","9","87.9","498","+12","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","8","1","ポマール","0","3","53","丹内祐次","110.2","'1-1-2-7","42.8","8","39.6","452","+4","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010108","9","3","アイスリンディ","0","3","53","亀田温心","111.7","'4-4-8-9","43.6","5","17.7","446","-8","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010109","1","5","ミヤビブレイブ","0","4","56","横山和生","107.4","'10-10-1-1","35.4","6","17.1","468","-4","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","2","8","セイウンパシュート","1","4","58","永野猛蔵","107.6","'5-5-5-6","35.1","3","5.0","470","-4","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","3","6","アドミラルシップ","1","3","55","武豊","107.7","'2-2-2-2","35.6","1","2.7","472","+12","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","4","2","マイバラード","1","4","58","丹内祐次","107.9","'8-8-8-6","35.2","7","22.4","468","0","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","5","9","スノーブリザード","1","3","55","鮫島克駿","108.2","'1-1-3-3","36.0","8","49.0","494","-6","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","6","1","バロックダンス","0","4","56","大野拓弥","108.2","'5-7-8-8","35.5","9","81.2","472","+3","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","7","7","ユイノオトコヤマ","1","4","58","黛弘人","108.3","'9-8-5-3","35.8","10","138.2","470","0","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","8","3","ヴァルドルチャ","1","3","55","北村友一","108.9","'5-5-8-9","36.2","5","7.8","446","0","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","9","10","シルバーカレッジ","1","3","55","浜中俊","108.9","'4-3-3-3","36.6","4","7.6","494","-6","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010109","10","4","ブルーアイドガール","0","3","53","藤岡佑介","120.2","'2-3-5-10","47.7","2","3.5","442","+2","北辰特別(1勝)","","","","1","1800","1","","1","01",""
"202401010110","1","3","ナックイルシーブ","1","6","58","大野拓弥","119.6","'6-5-5-4","35.4","6","18.2","516","0","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","2","9","ブラックヴァール","0","4","56","横山和生","119.6","'3-3-2-3","35.7","4","5.4","450","-6","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","3","12","ギャンブルルーム","1","3","55","鮫島克駿","119.7","'8-8-7-7","35.2","2","4.3","496","+10","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","4","13","ドラゴンヘッド","1","4","58","武藤雅","119.7","'10-10-11-10","34.9","7","22.3","452","+6","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","5","10","シャドウソニック","1","4","58","北村友一","119.9","'13-12-12-11","35.0","8","51.2","494","-14","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","6","1","リミットバスター","1","4","58","横山武史","119.9","'4-5-5-4","35.7","3","4.4","512","+4","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","7","2","マイノワール","1","3","55","武豊","120.0","'11-11-10-8","35.3","1","3.1","478","-6","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","8","7","ホウオウプレミア","1","5","58","岩田康誠","120.0","'2-2-2-2","36.1","5","9.5","480","-8","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","9","8","タイラーテソーロ","1","5","58","丹内祐次","120.2","'12-13-13-13","35.0","13","102.9","474","0","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","10","11","キングロコマイカイ","1","5","58","角田大河","120.6","'9-8-7-8","36.1","11","63.4","508","+14","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","11","4","バンフィエルド","1","5","58","佐々木大","121.3","'6-7-7-11","36.9","12","73.3","430","-4","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","12","5","スプリングノヴァ","0","3","53","亀田温心","121.6","'4-3-4-6","37.6","9","60.7","402","-4","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010110","13","6","アナレンマ","1","6","58","菱田裕二","121.6","'1-1-1-1","38.8","10","63.3","448","-4","釧路湿原特別(2勝)","","","","1","2000","1","","1","01",""
"202401010112","1","8","トリグラフ","1","5","58","永野猛蔵","106.8","'10-10-9-4","39.2","9","35.4","454","-2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","2","5","カルパ","1","3","55","武豊","107.3","'7-6-4-2","40.2","4","5.7","434","-2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","3","10","コスモオピニオン","1","4","58","丹内祐次","107.3","'3-3-2-1","40.3","1","3.5","496","-2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","4","3","ズバットマサムネ","1","3","55","浜中俊","107.4","'6-6-7-6","39.9","5","7.8","492","+2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","5","2","ヤマニンクイッカー","1","5","58","横山武史","107.6","'3-3-5-9","40.3","3","5.3","472","+2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","6","4","ダノンペドロ","1","4","58","佐々木大","107.8","'5-3-5-6","40.6","7","15.5","484","+2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","7","11","カリフォルニア","1","3","55","小林凌大","107.9","'1-1-1-2","41.0","2","4.2","486","+6","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","8","7","ジェンマ","1","3","52","小林勝太","108.0","'8-8-7-4","40.6","6","11.1","472","-4","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","9","1","アスクメークシェア","1","4","58","古川吉洋","109.0","'9-8-10-10","41.0","11","180.2","474","+2","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","10","6","タイセイラファーガ","1","4","58","菱田裕二","110.1","'11-11-11-11","40.1","10","135.7","528","+42","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","11","12","シェアホルダーズ","1","3","54","角田大河","110.2","'2-2-2-8","43.2","8","20.9","496","+20","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202401010112","除","9","ポルポラジール","1","3","55","藤岡佑介","","","","","---","504","-6","3歳以上1勝クラス","","","","0","1700","1","","1","01",""
"202402010102","1","11","ネバーモア","0","3","55","藤岡佑介","107.0","'7-5-4-3","38.2","1","1.6","482","+4","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","2","12","エリカポラリス","0","3","54","永野猛蔵","107.3","'1-1-1-1","38.9","2","6.7","434","-6","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","3","3","ノーブルブランカ","0","3","55","鮫島克駿","107.5","'9-8-8-7","38.5","4","13.6","428","+10","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","4","2","エールヴァーゲ","0","3","55","佐々木大","107.5","'3-3-4-3","38.8","9","40.1","412","+2","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","5","7","ローマンレイク","0","3","55","北村友一","107.7","'4-3-2-2","39.2","6","19.7","414","0","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","6","1","ナリノイングリッド","0","3","55","大野拓弥","107.7","'8-7-7-5","38.8","8","25.4","440","+2","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","7","6","フルリール","0","3","52","高杉吏麒","107.9","'11-11-10-10","38.6","12","82.3","434","+8","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","8","9","ダンツドール","0","3","55","古川吉洋","107.9","'11-11-10-10","38.7","5","18.1","456","+2","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","9","13","ブレイクショット","0","3","55","横山武史","108.2","'9-8-8-7","39.2","3","7.3","470","+2","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","10","10","シーメジャー","0","3","55","池添謙一","108.2","'6-5-4-5","39.4","11","69.9","452","+10","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","11","8","フェイマスグラース","0","3","52","小林勝太","108.2","'14-14-12-12","38.7","13","103.7","470","0","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","12","4","マルモリミッション","0","3","54","角田大河","108.7","'13-13-12-12","39.2","10","41.6","466","-6","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","13","14","ファイアンス","0","3","55","丹内祐次","109.8","'4-8-14-14","39.8","7","21.2","458","0","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010102","14","5","タイセイアルテミス","0","3","55","富田暁","110.8","'2-2-2-7","42.2","14","281.1","432","+12","3歳未勝利","","","","0","1700","1","","1","02",""
"202402010103","1","1","サザンカ","0","3","54","角田大河","58.7","'2-2","35.6","2","5.4","466","+2","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","2","7","ノブノリッキー","1","3","53","小林美駒","59.1","'1-1","36.2","1","1.4","514","+4","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","3","3","ラントゥリーダンス","0","3","55","小林凌大","59.6","'4-3","36.0","11","98.9","448","-6","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","4","5","アマモト","1","3","57","横山和生","60.6","'6-5","36.8","3","10.8","474","+6","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","5","8","アルヘンティニータ","0","3","54","永野猛蔵","60.7","'6-6","36.9","10","57.2","436","0","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","6","4","シュブロンレーヴル","0","3","52","川端海翼","61.0","'10-9","36.5","4","13.3","408","0","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","7","11","テイエムミステリー","1","3","57","富田暁","61.0","'6-8","37.2","6","23.8","480","-8","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","8","9","シャトーディフ","0","3","52","長浜鴻緒","61.2","'9-9","37.0","9","38.4","428","-12","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","9","6","ミルキーメモリー","0","3","52","小林勝太","61.2","'4-6","37.6","7","27.5","452","-2","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","10","10","グランヴィルローズ","0","3","52","石神深道","61.7","'10-9","37.2","12","487.6","406","-6","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","11","2","ラインアルファ","1","3","57","丹内祐次","61.8","'3-4","38.5","5","19.3","462","-4","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010103","12","12","レッドマーレ","1","3","54","高杉吏麒","61.8","'10-12","37.3","8","34.7","430","+8","3歳未勝利","","","","0","1000","1","","1","02",""
"202402010104","1","6","マルカオペラ","0","3","55","北村友一","108.7","'5-5-4-4","35.2","1","3.1","468","-2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","2","16","スウィートリワード","0","3","55","武豊","108.7","'3-2-2-2","35.5","2","4.4","454","+2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","3","7","ダークファンタジー","0","3","55","佐々木大","109.0","'7-7-7-6","35.3","5","9.1","410","0","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","4","1","マイネルバーテクス","1","3","57","富田暁","109.0","'7-7-7-9","35.2","10","28.0","494","-2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","5","3","ラストスピリッツ","1","3","57","菱田裕二","109.0","'11-10-10-9","35.1","7","14.5","504","+6","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","6","5","シャーリーゴールド","0","3","55","浜中俊","109.2","'13-13-13-13","35.0","11","30.1","452","+8","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","7","2","ツキガキレイデスネ","0","3","54","永野猛蔵","109.2","'13-14-14-14","34.9","6","12.9","448","+12","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","8","15","シュプリームアロー","1","3","57","古川吉洋","109.4","'7-7-7-6","35.7","15","300.0","450","-6","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","9","9","ウーロン","0","3","55","横山和生","109.4","'1-1-1-1","36.2","8","16.2","470","0","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","10","10","タガノエイリアス","1","3","56","角田大河","109.6","'5-5-4-4","36.2","9","21.3","470","-2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","11","8","ファイアクラッカー","0","3","55","池添謙一","109.7","'11-10-10-9","35.8","4","8.2","496","-2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","12","12","リトルアイドル","0","3","52","小林勝太","109.7","'16-16-15-15","34.7","14","297.1","372","+2","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","13","13","ビッグロードヒマリ","1","3","57","黛弘人","109.7","'10-10-10-9","35.8","16","564.1","460","+12","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","14","4","リート","0","3","52","今村聖奈","110.5","'4-4-4-6","37.0","13","191.3","450","-10","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","15","11","ランオブザワールド","1","3","57","丹内祐次","110.7","'2-2-2-2","37.5","3","7.7","498","+30","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010104","16","14","メイショウタッピ","1","3","57","斎藤新","111.5","'15-15-16-16","36.3","12","120.3","494","0","3歳未勝利","","","","1","1800","1","","1","02",""
"202402010105","1","6","ヒデノブルースカイ","1","2","52","高杉吏麒","57.6","'1-1","34.8","1","3.3","420","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","2","7","ワイルドゴーア","1","2","52","小林勝太","57.9","'2-2","35.0","2","4.4","450","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","3","5","シュードタキライト","1","2","55","佐々木大","58.0","'5-5","34.3","6","11.5","488","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","4","10","メイショウアゴナス","1","2","54","角田大河","58.2","'8-6","33.7","3","5.2","466","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","5","2","ディラードテソーロ","1","2","54","永野猛蔵","58.2","'6-6","34.0","4","7.1","424","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","6","1","リケアエスプレッソ","1","2","55","横山和生","58.5","'6-6","34.3","8","30.4","424","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","7","4","ハッピーダンシング","0","2","52","石神深道","58.5","'3-4","35.1","9","31.8","430","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","8","3","ペタルブランシュ","0","2","55","横山武史","58.6","'3-3","35.1","5","7.5","396","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","9","9","タイセイフランク","1","2","55","丹内祐次","58.9","'8-9","34.4","7","12.3","470","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","10","11","オールマイタイム","0","2","55","北村友一","59.3","'10-10","34.1","11","63.3","388","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010105","11","8","プリスクリプション","1","2","51","小林美駒","59.9","'11-11","34.4","10","57.3","384","0","2歳新馬","","","","1","1000","1","","1","02",""
"202402010108","1","3","パルプフィクション","0","3","53","北村友一","58.6","'1-1","35.9","3","5.8","446","+16","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","2","8","リリージェーン","0","4","56","丹内祐次","58.9","'5-5","35.9","6","16.4","416","-4","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","3","9","フーコサンライズ","0","3","52","松本大輝","59.0","'2-2","36.2","1","2.3","502","+6","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","4","1","ムーム","0","3","53","川又賢治","59.2","'2-4","36.3","4","6.4","454","+2","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","5","7","サイモンオリーブ","0","4","53","高杉吏麒","59.3","'2-2","36.5","9","39.8","462","-4","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","6","11","フリントロック","0","4","53","小林勝太","59.5","'8-8","36.0","8","28.0","430","-2","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","7","6","フクノルッカ","0","6","56","小林凌大","59.8","'11-10","35.5","10","52.4","456","-6","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","8","4","サザンレイク","0","4","53","長浜鴻緒","59.9","'6-6","36.8","2","4.5","490","0","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","9","2","ジェニファー","0","3","52","角田大河","60.2","'6-6","37.1","7","22.6","458","+20","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","10","5","バクレツマホウ","0","4","53","川端海翼","60.3","'10-9","36.3","11","202.9","434","-4","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010108","11","10","ルクスパラディ","0","3","50","小林美駒","61.1","'9-11","37.4","5","10.5","404","0","3歳以上1勝クラス","","","","0","1000","1","","1","02",""
"202402010109","1","12","メイクユーマイン","1","3","54","藤岡佑介","159.2","'3-3-4-2","35.6","2","4.3","500","-2","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","2","1","カムフライ","1","3","54","丹内祐次","159.5","'8-5-8-10","35.7","4","6.0","512","-4","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","3","5","ペリプルス","1","4","58","永野猛蔵","159.6","'9-9-10-8","35.7","12","89.5","430","+2","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","4","4","ヴィスマール","1","3","54","横山武史","159.8","'9-9-2-1","36.3","3","5.9","442","-8","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","5","8","モンブランミノル","1","3","54","横山和生","160.1","'5-5-6-4","36.4","1","2.8","502","+10","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","6","10","オールアイズオン","1","4","58","菱田裕二","160.2","'13-15-15-12","35.9","15","95.8","482","0","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","7","3","ステラポイント","0","4","56","鮫島克駿","160.3","'3-3-4-5","36.7","7","18.7","448","+2","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","8","15","モルトヴェローチェ","1","4","58","佐々木大","160.4","'12-12-8-8","36.6","6","18.7","464","+8","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","9","7","ビッグベルーガ","1","4","58","松岡正海","160.6","'1-1-1-2","37.4","11","60.6","470","+6","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","10","14","ベッラアルバ","0","5","56","角田大河","160.7","'5-5-6-5","37.0","8","20.5","456","-2","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","11","9","タイセイアーサー","1","6","58","斎藤新","160.8","'9-9-10-10","36.9","9","49.1","494","+8","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
"202402010109","12","6","マケルナマサムネ","1","6","58","川又賢治","160.9","'14-13-12-12","36.9","14","91.6","466","-10","駒ケ岳特別(1勝)","","","","1","2600","1","","1","02",""
